USDOT,MC_docket#,entity_type,operating_status,out_of_service,legal_name,dba_name,contact_name,physical_address,physical_city,physical_state,physical_zip,business_phone,mobile_number,email_address,mailing_address,mailing_city,mailing_state,mailing_zip,power units,drivers,mcs 150,Mileage (Year),operation_classification,carrier_operation,cargo_carried
3367935,,CARRIER,ACTIVE,None,PKCAN CONTRACTING LLC,,,11601 SHADOW CREEK PKWY STE 111-154,PEARLAND,TX,77584,(346) 269-7933,,,11601 SHADOW CREEK PKWY STE 11,PEARLAND,TX,77584,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","DIRT SAND GRAVEL, "
3367945,,CARRIER,ACTIVE,None,HBS TRUCKING LLC,,,2829 S LAKELINE BLVD UNIT 723,CEDAR PARK,TX,78613-1801,(512) 473-9960,,,2829 S LAKELINE BLVD UNIT 723,CEDAR PARK,TX,78613-1801,1,1,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","DIRT, SAND AND G, "
3367947,,CARRIER,ACTIVE,None,NSS TRUCKING LLC,,,12603 NORTHBOROUGH DR APT 201,HOUSTON,TX,77067-3214,(281) 330-8004,,,12603 NORTHBOROUGH DR APT 201,HOUSTON,TX,77067-3214,1,1,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3367961,,CARRIER,NOT AUTHORIZED,None,JCD LOGISTICS LLC,,,500 NORTH TARRANT PKWY APT 928,KELLER,TX,76248,(469) 237-9670,,,500 NORTH TARRANT PKWY APT 928,KELLER,TX,76248-5686,5,20,2019-12-10,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Building Materials, Intermodal Cont., Paper Products, Utilities, OTHER, "
3367973,,CARRIER,ACTIVE,None,MUD DUCK SEPTIC SERVICE LLC,,,4051 336,BERTRAM,TX,78605-4641,(512) 618-5690,,,4051 336,BERTRAM,TX,78605-4641,1,6,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3367976,,CARRIER,ACTIVE,None,VILMARI ROBAINA LAZO,B&V EXPRESS,,18517 GREAT FALLS DR,MANOR,TX,78653-5395,(512) 627-2231,,,18517 GREAT FALLS DR,MANOR,TX,78653-5395,2,2,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Building Materials, "
3367982,,CARRIER,NOT AUTHORIZED,None,NEXT LEVEL 211 TRUCKING COMPANY LLC,,,1016 BROWNFORD DR,BURLESON,TX,76028,(214) 684-7068,,,1016 BROWNFORD DR,BURLESON,TX,76028-6878,1,1,2019-12-11,0 (2018),"Auth. For Hire, ","Interstate, ","General Freight, "
3367999,,CARRIER,NOT AUTHORIZED,None,BRIAN BARBER & MELISSA BARBER,M&B TRANSPORT,,3508 BRENDEN CT,WYLIE,TX,75098,(972) 689-7413,,,3508 BRENDEN CT,WYLIE,TX,75098-8103,1,1,2019-12-10,,"Auth. For Hire, ","Interstate, ","General Freight, "
3368001,,CARRIER,ACTIVE,None,JAMES HICKMAN,R&H LOGGING,,236 WATERWOOD LOOP,JEFFERSON,TX,75657-4778,(903) 576-7656,,,236 WATERWOOD LOOP,JEFFERSON,TX,75657-4778,1,1,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3368018,,CARRIER,NOT AUTHORIZED,None,G & S EXCAVATION,,,1007 BLUE JAY DR,MANSFIELD,TX,76063,(817) 543-2393,,,1007 BLUE JAY DR,MANSFIELD,TX,76063-1570,1,4,2019-12-10,,"Auth. For Hire, ","Interstate, ","Building Materials, Construction, "
3368026,,CARRIER,ACTIVE,None,NEXT LEVEL TRANSPORT,,,1507 NICHOLAS CIR APT A,KILLEEN,TX,76542-4962,(254) 291-9726,,,1507 NICHOLAS CIR APT A,KILLEEN,TX,76542-4962,1,2,2019-12-10,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3368031,,CARRIER,NOT AUTHORIZED,None,CARLOS G GARZA,CARGAR CARRIERS,,155 ABBEVILLE DR,LAREDO,TX,78045,(956) 962-8311,,,155 ABBEVILLE DR,LAREDO,TX,78045-8576,1,1,2019-12-10,,"Auth. For Hire, ","Interstate, ","General Freight, "
3368078,,CARRIER,ACTIVE,None,PERMIAN WELDING LLC,,,10137 W PALM DR,ODESSA,TX,79764-8949,(432) 202-6765,,,10137 W PALM DR,ODESSA,TX,79764-8949,1,1,2019-12-12,"50,000 (2019)","Auth. For Hire, ","Intrastate Only (Non-HM), ","WATER HAULING, "
3368143,,CARRIER,NOT AUTHORIZED,None,FAM INTERPRISE,,,991 E OVILLA RD STE E,RED OAK,TX,75154,(318) 503-4935,,,991 E OVILLA RD STE E,RED OAK,TX,75154-5240,1,1,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Motor Vehicles, Logs, Poles, Beams, Lumber, Building Materials, Oilfield Equipment, Grain, Feed, Hay, Paper Products, Agricultural/Farm Supplies, "
3368200,,CARRIER,ACTIVE,None,WARD WINGS LLC,,,"418 ROSEWOOD ST
 MT",PLEASANT,TX,75455-6022,(302) 470-1024,,,"418 ROSEWOOD ST
 MT",PLEASANT,TX,75455-6022,1,2,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3368231,,CARRIER,NOT AUTHORIZED,None,CJC LOGISTICS LLC,,,19930 IMPERIAL STONE DR,HOUSTON,TX,77073,(832) 287-4621,,,19930 IMPERIAL STONE DR,HOUSTON,TX,77073-6171,1,1,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, Machinery, Large Objects, "
3368254,,CARRIER,ACTIVE,None,PRODUCE AND MORE ENTERPRISE LLC,,,1900 AIRLINE DR UNIT B,HOUSTON,TX,77009-2545,(832) 649-5274,,,1900 AIRLINE DR UNIT B,HOUSTON,TX,77009-2545,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Fresh Produce, Beverages, "
3368258,,CARRIER,ACTIVE,None,REGIONAL ROYAL CONCRETE LLC,,,2848 CASCADE COVE DR,LITTLE ELM,TX,75068-7606,(469) 231-9236,,,2848 CASCADE COVE DR,LITTLE ELM,TX,75068-7606,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Building Materials, "
3368265,,CARRIER,ACTIVE,None,E A M TRANSPORTATION CORP,,,509 OLYMPIA ST,DESOTO,TX,75115-1210,(469) 235-6744,,,509 OLYMPIA ST,DESOTO,TX,75115-1210,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3368303,,CARRIER,ACTIVE,None,MAGADLENO LUEVANOS,,,465 VICTORY LN,SPRINGTOWN,TX,76082-6455,(682) 564-2386,,,465 VICTORY LN,SPRINGTOWN,TX,76082-6455,1,2,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3368311,,CARRIER,ACTIVE,None,HS CARRIERS LLC,,,1500 MAGRUDER ST APT 241,EL PASO,TX,79925-1930,(915) 803-5058,,,1500 MAGRUDER ST APT 241,EL PASO,TX,79925-1930,2,2,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3368332,,CARRIER,NOT AUTHORIZED,None,MICHAEL WALSH,SR 9 TRANSPORT,,152 PLEASANT RUN,AZLE,TX,76020,(682) 309-1297,,,152 PLEASANT RUN,AZLE,TX,76020-6049,1,1,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, Machinery, Large Objects, "
3368347,,CARRIER,ACTIVE,None,JOSE DAVID GUTIERREZ,TEXAS RANGER TRUCKING,,3317 BONAVENTURE BLVD # 15,FORT WORTH,TX,76140-8605,(405) 792-6946,,,3317 BONAVENTURE BLVD # 15,FORT WORTH,TX,76140-8605,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3368349,,CARRIER,NOT AUTHORIZED,None,BAR 4C SERVICES,KYLE CIRKEL DBA BAR 4C SERVICES,,562 S 123 BYP STE 159,SEGUIN,TX,78155,(903) 879-1695,,,562 S 123 BYP STE 159,SEGUIN,TX,78155-9752,1,2,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, Machinery, Large Objects, Oilfield Equipment, Agricultural/Farm Supplies, Construction, "
3368392,,CARRIER,ACTIVE,None,WHEELS IN MOTION TRUCKING LLC,,,700 N JJ LEMMON RD APT 126,HUTCHINS,TX,75141-3203,(214) 668-0890,,,700 N JJ LEMMON RD APT 126,HUTCHINS,TX,75141-3203,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3368394,,CARRIER,NOT AUTHORIZED,None,AUTHENTIC LOGISTICS LLC,,,2438 WHITMIRE BLVD APT 10B,MIDLAND,TX,79705,(405) 792-6946,,,2438 WHITMIRE BLVD APT 10B,MIDLAND,TX,79705-3515,2,2,2019-12-11,,"Auth. For Hire, ","Interstate, ","Oilfield Equipment, Chemicals, "
3368435,,CARRIER,NOT AUTHORIZED,None,HENRY CLEVELAND III,PRO LYNE TRUCKING,,22306 KENLAKE LANE,KATY,TX,77450,(832) 452-3715,,,22306 KENLAKE LANE,KATY,TX,77450-4521,1,1,2019-12-11,1 (2019),"Auth. For Hire, ","Interstate, ","Oilfield Equipment, PIPE, "
3368452,,CARRIER,NOT AUTHORIZED,None,KPK KINGDOM TRANSPORT LLC,,,716 SLEEPY HOLLOW DR,CEDAR HILL,TX,75104-5702,(800) 488-1835,,,445 E 1382 STE 3831,CEDAR HILL,TX,75104-6028,1,1,2019-12-11,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, Building Materials, "
3368480,,CARRIER,NOT AUTHORIZED,None,JOSEPH BURKE,,,5309 KELFORD ST,HOUSTON,TX,77028,(719) 281-9112,,,5309 KELFORD ST,HOUSTON,TX,77028-5519,1,1,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, "
3368492,,CARRIER,ACTIVE,None,ESPINOZA TRUCKING,,,514 GREGORY DR,DEL RIO,TX,78840-8716,(830) 765-8159,,,514 GREGORY DR,DEL RIO,TX,78840-8716,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Construction, "
3368496,,CARRIER,ACTIVE,None,ANGEL J NUNEZ-BACA,LONE STAR TRANSPORT,,801 BROWNING ST,AMARILLO,TX,79104-1725,(806) 570-8215,,,801 BROWNING ST,AMARILLO,TX,79104-1725,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3368531,,CARRIER,NOT AUTHORIZED,None,JAMES COFFMAN,J C TRUCKING,,502 FAIRWAY DR,RICHMOND,TX,77469,(832) 757-0302,,,502 FAIRWAY DR,RICHMOND,TX,77469-5035,1,1,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, "
3368563,,CARRIER,NOT AUTHORIZED,None,ROCKET TRANSPORT SERVICES LLC,,,1215 WEYER ST,LEAGUE CITY,TX,77573,(832) 888-7341,,,1215 WEYER ST,LEAGUE CITY,TX,77573-6729,1,1,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, "
3368572,,CARRIER,NOT AUTHORIZED,None,JURU'S TRANSPORT LLC,,,3003 CASSINIA PKWY,HEARTLAND,TX,75126,(415) 264-9421,,,3003 CASSINIA PKWY,HEARTLAND,TX,75126-0788,1,1,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, "
3368608,,CARRIER,ACTIVE,None,ALEMAN BROTHERS TRUCKING COMPANY LLC,,,81 LA MIRADA DR,MONTGOMERY,TX,77356-8506,(910) 238-0002,,,81 LA MIRADA DR,MONTGOMERY,TX,77356-8506,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3368611,,CARRIER,ACTIVE,None,ARTEMIO RIOS,A RIOS TRANSPORT,,901 N 21ST ST,MCALLEN,TX,78501-6828,(956) 400-0364,,,901 N 21ST ST,MCALLEN,TX,78501-6828,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Logs, Poles, Beams, Lumber, Building Materials, Agricultural/Farm Supplies, "
3368623,,CARRIER,ACTIVE,None,JOSE EVARISTO SANCHEZ,G E S TRUCKING,,8006 WINTHROP ST,HOUSTON,TX,77075-2530,(832) 739-7234,,,8006 WINTHROP ST,HOUSTON,TX,77075-2530,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3368640,,CARRIER,NOT AUTHORIZED,None,GENTECH POWER SOLUTIONS LLC,,,1223 N WALL ST,SHAMROCK,TX,79079,(806) 676-5735,,,1223 N WALL ST,SHAMROCK,TX,79079-1625,1,2,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, "
3368655,,CARRIER,NOT AUTHORIZED,None,MAAZ LOGISTICS LLC,SA LOGISTICS,,2418 DIXIE WOODS DR,PEARLAND,TX,77581,(832) 221-7754,,,2418 DIXIE WOODS DR,PEARLAND,TX,77581-5854,1,1,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, Metal: sheets, coils, rolls, Logs, Poles, Beams, Lumber, Building Materials, Machinery, Large Objects, Utilities, "
3368658,,CARRIER,ACTIVE,None,JP MOVING INC,,,9227 TERRYDALE DR,HOUSTON,TX,77037-2237,(832) 681-0056,,,9227 TERRYDALE DR,HOUSTON,TX,77037-2237,1,1,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3368664,,CARRIER,NOT AUTHORIZED,None,PARABELLUM SERVICES,,,1532 S LOVING TRL,ODESSA,TX,79763,(432) 385-5956,,,1532 S LOVING TRL,ODESSA,TX,79763-8251,1,8,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, Liquids/Gases, "
3368666,,CARRIER,NOT AUTHORIZED,None,TEXAS LOGISTICS AUTO,,,6289 WILCREST DR APT 7200,HOUSTON,TX,77072,(832) 582-0960,,,6289 WILCREST DR APT 7200,HOUSTON,TX,77072-1490,1,4,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, "
3368674,,CARRIER,NOT AUTHORIZED,None,TALON TRANSPORTATION LLC,,,1314 E RAMON AYALA DR STE 2,HIDALGO,TX,78557,(956) 843-5233,,,1314 E RAMON AYALA DR STE 2,HIDALGO,TX,78557-2621,1,1,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, Motor Vehicles, "
3368676,,CARRIER,ACTIVE,None,ANA LUCRECIA SANCHEZ,A SANCHEZ,,829 KENTUCKY DERBY LN,FORT WORTH,TX,76179-7323,(682) 239-9708,,,829 KENTUCKY DERBY LN,FORT WORTH,TX,76179-7323,1,1,2019-12-11,"5,000 (2018)","Auth. For Hire, ","Intrastate Only (Non-HM), ","DIRT SAND GRAVEL, "
3368706,,CARRIER,NOT AUTHORIZED,None,CUCHO OVERROAD LLC,,,16570 ALIEF CLODINE RD,HOUSTON,TX,77083,(346) 555-5555,,,6301 SIERRA BLANCA DR APT 3917,HOUSTON,TX,77083-7503,1,1,2019-12-12,1 (2018),"Auth. For Hire, ","Interstate, ","General Freight, Beverages, Paper Products, OTHER, "
3368729,,CARRIER,ACTIVE,None,SABINE CREEK TRUCKING,,,657 SABINE CREEK RD,ROYSE CITY,TX,75189-5359,(972) 358-3637,,,657 SABINE CREEK RD,ROYSE CITY,TX,75189-5359,2,2,2019-12-11,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Building Materials, "
3368772,,CARRIER,NOT AUTHORIZED,None,DELLWAY ENTERPRISE,,,405 OAK ST,KOUNTZE,TX,77625,(409) 434-9893,,,405 OAK ST,KOUNTZE,TX,77625,1,1,2019-12-11,,"Auth. For Hire, ","Interstate, ","General Freight, "
3368873,,CARRIER,NOT AUTHORIZED,None,81 TRUCKING SERVICES COMPLETE LLC,,,11811 NORTH FWY STE 500,HOUSTON,TX,77060,(415) 264-9421,,,11811 NORTH FWY STE 500,HOUSTON,TX,77060-3287,9,9,2019-12-12,,"Auth. For Hire, ","Interstate, ","General Freight, OTHER, "
3368892,,CARRIER,ACTIVE,None,KENNETH EARL HAMPTON,HAMPTON TRUCKING,,11305 WORTHAM BEND DRIVE,WACO,TX,76708,(806) 317-0577,,,11305 WORTHAM BEND DRIVE,WACO,TX,76708,1,1,2019-12-12,12 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3368911,,CARRIER,ACTIVE,None,RP TRUCKING,,,11119 BELAIR DR APT 2,SAN ANTONIO,TX,78213-4739,(813) 270-2998,,,11119 BELAIR DR APT 2,SAN ANTONIO,TX,78213-4739,1,2,2019-12-12,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3368913,,CARRIER,ACTIVE,None,CARMONA'S KING TRUCKING LLC,,,6811 LOMA SECCA,SAN ANTONIO,TX,78233-5395,(415) 264-9421,,,6811 LOMA SECCA,SAN ANTONIO,TX,78233-5395,1,1,2019-12-12,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Construction, OTHER, "
3368917,,CARRIER,NOT AUTHORIZED,None,GERALD BROWN,JAVI,,15450 1325 APT 1727,AUSTIN,TX,78728,(405) 792-6946,,,15450 1325 APT 1727,AUSTIN,TX,78728-2841,1,1,2019-12-12,,"Auth. For Hire, ","Interstate, ","General Freight, "
3368935,,CARRIER,ACTIVE,None,SAFEWAY TRANSPORT LLC,,,153 WOODVALE ST,HOUSTON,TX,77012-1451,(281) 330-5116,,,153 WOODVALE ST,HOUSTON,TX,77012-1451,2,2,2019-12-12,"65,000 (2019)","Auth. For Hire, ","Intrastate Only (Non-HM), ","DIRT SAND AND GR, "
3368940,,CARRIER,NOT AUTHORIZED,None,KC OLES TRANSPORTATION LLC,,,6156 DOULTON DR,HOUSTON,TX,77033,(415) 264-9421,,,6156 DOULTON DR,HOUSTON,TX,77033-1240,1,1,2019-12-12,,"Auth. For Hire, ","Interstate, ","General Freight, "
3368948,,CARRIER,ACTIVE,None,ADAM DAVID GONZALES,BUSTED DOVE SAND & GRAVEL,,2671 V V JONES RD,VENUS,TX,76084-4402,(972) 965-7394,,,2671 V V JONES RD,VENUS,TX,76084-4402,1,1,2019-12-12,1 (2019),"Auth. For Hire, ","Intrastate Only (Non-HM), ","DIRT, SAND, GRAV, "
3368981,,CARRIER,ACTIVE,None,CAMILA LOGISTICS LLC,,,4000 ASH LN,DALLAS,TX,75223-2611,(682) 228-9330,,,4000 ASH LN,DALLAS,TX,75223-2611,1,1,2019-12-12,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Fresh Produce, Refrigerated Food, "
3369054,,CARRIER,NOT AUTHORIZED,None,ARAIZ LOGISTICS LLC,,,722 WHIPPOORWILL DR,GRANBURY,TX,76049,(956) 725-1508,,,722 WHIPPOORWILL DR,GRANBURY,TX,76049-1247,1,4,2019-12-12,,"Auth. For Hire, ","Interstate, ","General Freight, "
3369066,,CARRIER,NOT AUTHORIZED,None,DIVERSITY CARGO LLC,,,7107 ALIAGA CREEK CT,RICHMOND,TX,77407,(305) 783-9748,,,7107 ALIAGA CREEK CT,RICHMOND,TX,77407-2938,1,1,2019-12-12,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Commodities Dry Bulk, Refrigerated Food, Paper Products, "
3369121,,CARRIER,ACTIVE,None,TRIDENT HAULERS LLC,,,372 POPE BEND RD,CEDAR CREEK,TX,78612-3060,(512) 730-9674,,,372 POPE BEND RD,CEDAR CREEK,TX,78612-3060,1,1,2019-12-12,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3369123,,CARRIER,NOT AUTHORIZED,None,KJARMA LOGISTICS LLC,,,6034 MARVIN LOVING DR APT 103,GARLAND,TX,75043,(214) 946-0682,,,6034 MARVIN LOVING DR APT 103,GARLAND,TX,75043-7423,1,1,2019-12-12,,"Auth. For Hire, ","Interstate, ","General Freight, Household Goods, "
3369149,,CARRIER,ACTIVE,None,NORMAN CHARLES MAYO,GRAND KIDS EXPRESS,,9707 ALYSSA CT,HUMBLE,TX,77396-4155,(832) 472-3202,,,9707 ALYSSA CT,HUMBLE,TX,77396-4155,1,1,2019-12-12,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3369246,,CARRIER,ACTIVE,None,RICARDO VILCHEZ,RICARDO'S TRANSPORT,,2626 FORT SETTLEMENT TRL,SPRING,TX,77373-5059,(415) 264-9421,,,2626 FORT SETTLEMENT TRL,SPRING,TX,77373-5059,1,1,2019-12-12,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Oilfield Equipment, "
3369284,,CARRIER,ACTIVE,None,OSCAR ARMANDO ALAS,TRANSPORTES EDGARDO,,10546 HARBOR CANYON DR,HUMBLE,TX,77396-5807,(832) 883-6915,,,10546 HARBOR CANYON DR,HUMBLE,TX,77396-5807,1,1,2019-12-12,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3369378,,CARRIER,NOT AUTHORIZED,None,SOKHEUN SIM,SIM TRUCKING,,107 SOUTHWESTERN DR,FORNEY,TX,75126,(469) 863-9515,,,107 SOUTHWESTERN DR,FORNEY,TX,75126-6915,1,1,2019-12-12,,"Auth. For Hire, ","Interstate, ","General Freight, "
3369412,,CARRIER,NOT AUTHORIZED,None,CMG LOGIS LLC,,,3751 MAIN ST STE 600,THE COLONY,TX,75056,(211) 201-5662,,,3751 MAIN ST STE 600,THE COLONY,TX,75056-4138,1,1,2019-12-12,,"Auth. For Hire, ","Interstate, ","General Freight, "
3369448,,CARRIER,ACTIVE,None,JOSE URBINA,JGU,,11906 PALMERAS DR,MISSION,TX,78573-1467,(956) 802-7200,,,11906 PALMERAS DR,MISSION,TX,78573-1467,1,1,2019-12-12,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3369457,,CARRIER,ACTIVE,None,MJO EXPRESS LLC,,,2935 REGATA RUN DR,FRIENDSWOOD,TX,77546-7431,(310) 924-4807,,,2935 REGATA RUN DR,FRIENDSWOOD,TX,77546-7431,1,1,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, OTHER, "
3369458,,CARRIER,ACTIVE,None,AMRD LOGISTICS LLC,,,23400 KINGSLAND BLVD APT 3105,KATY,TX,77494-7475,(786) 269-3952,,,23400 KINGSLAND BLVD APT 3105,KATY,TX,77494-7475,1,1,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3369551,,CARRIER,ACTIVE,None,KRYSTA ADELLE GUTIERREZ,BIG RIG BOYS TRUCKING,,230 PINTAIL LOOP,SAN MARCOS,TX,78666-1588,(512) 781-1444,,,230 PINTAIL LOOP,SAN MARCOS,TX,78666-1588,1,1,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","Commodities Dry Bulk, "
3369574,,CARRIER,ACTIVE,None,JKS TRANSPORT LLC,,,15000 PARK ROW APT 212,HOUSTON,TX,77084-4164,(832) 249-0977,,,15000 PARK ROW APT 212,HOUSTON,TX,77084-4164,3,1,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3369607,,CARRIER,ACTIVE,None,HH&W TRANSPORT LLC,,,13520 QUESENBERRY RD,VON ORMY,TX,78073-3622,(210) 771-3854,,,13520 QUESENBERRY RD,VON ORMY,TX,78073-3622,3,3,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Commodities Dry Bulk, "
3369611,,CARRIER,ACTIVE,None,MAXSAM ENTERPRISE,,,11411 GULLWOOD DR,HOUSTON,TX,77089-6819,(713) 204-6027,,,11411 GULLWOOD DR,HOUSTON,TX,77089-6819,1,2,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Building Materials, "
3369643,,CARRIER,ACTIVE,None,SAUL MACEDO RODRIGUEZ,,,1911 RETRIEVER LN,MISSOURI CITY,TX,77489-3008,(346) 775-7672,,,1911 RETRIEVER LN,MISSOURI CITY,TX,77489-3008,1,1,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3369651,,CARRIER,NOT AUTHORIZED,None,BASIN INTEGRITY SERVICES LLC,,,556 E CALCUTTA,ODESSA,TX,79764,(432) 582-5189,,,3205 KERMIT HWY STE 11,ODESSA,TX,79764,1,1,2019-12-18,,"Auth. For Hire, ","Interstate, ","Oilfield Equipment, "
3369680,,CARRIER,ACTIVE,None,EAST TO WEST SERVICES LLC,,,8517 WESTHEIMER RD,HOUSTON,TX,77063-4211,(305) 763-4115,,,8517 WESTHEIMER RD,HOUSTON,TX,77063-4211,1,1,2019-12-18,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, Machinery, Large Objects, "
3369707,,CARRIER,ACTIVE,None,BLUE ROAN TRANSPORTATION LLC,,,13112 WESLEYAN AVE,HORIZON CITY,TX,79928-2126,(415) 264-9421,,,13112 WESLEYAN AVE,HORIZON CITY,TX,79928-2126,2,1,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","OTHER, "
3369725,,CARRIER,ACTIVE,None,MATAYA EXPRESS LLC,,,4854 WINDING TIMBERS CT,HUMBLE,TX,77346-4467,(281) 857-5827,,,4854 WINDING TIMBERS CT,HUMBLE,TX,77346-4467,1,1,2019-12-13,,"Auth. For Hire, ","Intrastate Only (Non-HM), ","General Freight, "
3369754,,CARRIER,NOT AUTHORIZED,None,UNSTOPABLE TRANSPORT LLC,,,210 GLENVIEW ST,DALLAS,TX,75217,(469) 779-0950,,,210 GLENVIEW ST,DALLAS,TX,75217-7029,1,1,2019-12-13,,"Auth. For Hire, ","Interstate, ","General Freight, "
3369757,,CARRIER,NOT AUTHORIZED,None,DALLAS TOWING & RECOVERY LLC,,,3528 IRVING BLVD STE 110,DALLAS,TX,75247,(972) 655-4249,,,3528 IRVING BLVD STE 110,DALLAS,TX,75247,1,1,2019-12-13,,"Auth. For Hire, ","Interstate, ","Drive/Tow away, "
3369759,,CARRIER,NOT AUTHORIZED,None,JOHNNY YOUNG ENTERPRISES LLC,,,1951 AQUARENA SPRINGS DR APT 1103,SAN MARCOS,TX,78666,(254) 669-3917,,,1951 AQUARENA SPRINGS DR APT 1103,SAN MARCOS,TX,78666-8246,1,1,2019-12-24,,"Auth. For Hire, ","Interstate, ","General Freight, Fresh Produce, Meat, Refrigerated Food, Beverages, Paper Products, "
3369787,,CARRIER,NOT AUTHORIZED,None,LOUDMAN LOGISTICS LLC,,,2422 KINGSFORD CT,ARLINGTON,TX,76017,(941) 584-9868,,,2422 KINGSFORD CT,ARLINGTON,TX,76017-3715,1,1,2019-12-13,,"Auth. For Hire, ","Interstate, ","General Freight, Logs, Poles, Beams, Lumber, Building Materials, Garbage/Refuse, Commodities Dry Bulk, Refrigerated Food, Paper Products, "
3369794,,CARRIER,NOT AUTHORIZED,None,J'DEN TRANSPORT LIMITED LIABILITY COMPANY,,,3765 EVERGREEN ST,IRVING,TX,75061,(469) 254-4860,,,3765 EVERGREEN ST,IRVING,TX,75061-3952,1,1,2019-12-24,,"Auth. For Hire, ","Interstate, ","General Freight, "
3369815,,CARRIER,NOT AUTHORIZED,None,TYSON'S TRUCKING OF TEXAS LLC,,,10815 BAUCUM RD,WAXAHACHIE,TX,75167,(734) 968-8602,,,10815 BAUCUM RD,WAXAHACHIE,TX,75167-7614,1,1,2019-12-24,,"Auth. For Hire, ","Interstate, ","General Freight, "
3369817,,CARRIER,NOT AUTHORIZED,None,HARCOURT DUSKIN,COURT TRANSPORT,,830 DESCANSO DR,EL PASO,TX,79912,(915) 214-1634,,,830 DESCANSO DR,EL PASO,TX,79912-2600,1,1,2019-12-13,,"Auth. For Hire, ","Interstate, ","General Freight, "
